Epoch	EpRet	EpLen	EpCostRet	EpCost	EpMaxCost	CumulativeCost	CostRate	VVals	TotalEnvInteracts	LossPi	LossV	LossCost	DeltaLossPi	DeltaLossV	DeltaLossCost	Entropy	KL	Time
10	1.9186798	507.339	2.9662004e-18	0.8135593	0.084745765	200.0	0.0006060606060606061	0.28835034	330000	2.7974447e-09	0.038223308	4.8491913e-08	-0.008047137	-0.010432735	-0.07178069	0.9109133	0.015354643	1841.3330509662628
11	1.9858972	473.09525	6.634678e-10	0.15873016	0.04761905	210.0	0.0005833333333333334	0.34721515	360000	9.6639e-09	0.03722777	1.5137688e-08	-0.006082203	-0.007956609	-0.122889	0.9075425	0.015069857	2071.9450991153717
12	2.027196	465.4762	0.0015269114	0.33333334	0.07936508	231.0	0.0005923076923076923	0.3700713	390000	8.138021e-09	0.043587606	1.6651457e-07	-0.0063388753	-0.01328036	-0.2189648	0.902537	0.015105547	2309.492069005966
13	2.0291107	512.60345	1e-45	0.15517241	0.01724138	240.0	0.0005714285714285715	0.38346028	420000	0.0	0.034661613	9.865596e-08	-0.0147634195	-0.006812727	-0.059817262	0.8995085	0.011154646	2543.207112312317
14	2.4492338	342.34482	0.01054979	0.11494253	0.04597701	250.0	0.0005555555555555556	0.484042	450000	-2.6448568e-08	0.04540619	-1.8086926e-07	-0.009337196	-0.020632682	-0.12210431	0.8985975	0.008439246	2793.0680220127106
15	2.373387	360.96387	8.2516655e-10	0.6506024	0.060240965	304.0	0.0006333333333333333	0.54689884	480000	-8.138021e-09	0.03172601	3.2172144e-07	-0.013228815	-0.008868543	-0.14397968	0.89251214	0.014993766	3052.5421798229218
16	2.2727463	309.875	0.0	0.114583336	0.052083332	315.0	0.0006176470588235294	0.5460395	510000	5.086263e-10	0.048282895	-7.947286e-08	-0.006923908	-0.019558847	-0.2132605	0.88935405	0.018307324	3312.573108434677
17	2.3863482	335.5056	3.4693108e-22	0.07865169	0.02247191	322.0	0.0005962962962962963	0.56064546	540000	-1.0681153e-08	0.0362141	-3.4289414e-07	-0.017107962	-0.008807937	-0.12299068	0.88206226	0.014069068	3570.226547241211
18	2.5576923	272.66055	1.09516236e-10	0.28440368	0.036697246	353.0	0.0006192982456140351	0.7087207	570000	6.103516e-09	0.032823298	-1.487382e-07	-0.012978633	-0.011804178	-0.119480826	0.87934923	0.022585977	3840.7415492534637
19	2.360474	224.1579	7.1728566e-20	0.037593983	0.015037594	358.0	0.0005966666666666667	0.7620217	600000	-8.138021e-09	0.041086454	-3.155013e-07	-0.008359717	-0.014991751	-0.045438293	0.8750219	0.017528616	4137.135283231735
20	2.5267882	233.96825	4.6049084e-16	0.17460318	0.03968254	380.0	0.0006031746031746032	0.7874566	630000	-7.883708e-09	0.045729507	9.0826134e-08	-0.007053427	-0.019602194	-0.1766142	0.866697	0.019315988	4417.317170858383
21	2.4472528	227.09091	7.952884e-08	0.37121212	0.03787879	429.0	0.00065	0.8456535	660000	6.103516e-09	0.04359245	2.0951936e-07	-0.013657418	-0.015496502	-0.13794926	0.86153597	0.0148780625	4699.501084804535
22	2.5049174	206.15172	4.4759283e-35	0.2	0.03448276	458.0	0.000663768115942029	0.8189948	690000	2.0345052e-09	0.037163924	4.603945e-08	-0.016950456	-0.010967933	-0.17037345	0.8562746	0.015845919	4991.39591050148
23	2.6003602	235.22047	0.0006619761	0.15748031	0.047244094	478.0	0.0006638888888888889	0.8394962	720000	-3.051758e-09	0.05554528	7.5092466e-08	-0.011122654	-0.015677646	-0.13314255	0.84491587	0.015574565	5276.416795492172
24	2.530599	172.3046	1.141867e-10	0.3505747	0.04597701	539.0	0.0007186666666666667	0.94494754	750000	-1.0172526e-08	0.04993402	9.865596e-08	-0.003923522	-0.023062961	-0.1127604	0.84038454	0.012306686	5587.886375427246
25	2.4536614	171.94827	0.0	0.0	0.0	539.0	0.000691025641025641	0.96989536	780000	7.3750814e-09	0.07318289	-1.2057951e-07	-0.0010215271	-0.03413689	-0.13934551	0.8381392	0.014387722	5903.997125148773
26	2.5756538	220.47058	9.6969565e-14	0.04411765	0.022058824	545.0	0.0006728395061728395	0.8927687	810000	1.2207032e-08	0.06273456	-5.3293564e-07	-0.011682664	-0.02207546	-0.17472538	0.83418727	0.011621076	6188.23095870018
27	2.602543	179.58896	0.0	0.12883435	0.030674847	566.0	0.0006738095238095238	0.93333405	840000	4.0690105e-09	0.04543276	3.9785186e-07	-0.0019232056	-0.012791846	-0.11774781	0.824019	0.017863547	6489.592918634415
28	2.3741279	211.09155	1.0058388e-21	0.19014084	0.056338027	593.0	0.0006816091954022988	0.8692917	870000	0.0	0.09493143	-1.0745626e-07	-0.011415487	-0.040353768	-0.1568665	0.81752574	0.01610019	6781.665054798126
29	2.560975	214.71739	3.960261e-34	0.02173913	0.014492754	596.0	0.0006622222222222222	0.8546913	900000	7.3750814e-09	0.098055735	-2.7642734e-08	-0.0065546143	-0.044858396	-0.17768385	0.81347567	0.011870646	7059.882730722427
30	2.509849	220.39552	1.5238239e-22	0.1119403	0.052238807	611.0	0.000656989247311828	0.81375885	930000	7.3750814e-09	0.07912871	4.2701835e-08	0.00096371945	-0.03109387	-0.2195341	0.81071985	0.017387394	7335.814696788788
31	2.3577728	207.49306	0.0	0.027777778	0.013888889	615.0	0.000640625	0.7769004	960000	1.0426839e-08	0.13090666	-5.2981907e-08	-0.014226323	-0.062627845	-0.16330294	0.812446	0.01709217	7620.357253551483
32	2.6431193	195.15132	1.2961728e-32	0.02631579	0.013157895	619.0	0.0006252525252525253	0.8464851	990000	1.373291e-08	0.06505372	7.215299e-08	-0.005119405	-0.02963917	-0.16179666	0.8072748	0.01724978	7909.122127056122
33	2.4569478	201.24832	0.0	0.020134227	0.0067114094	622.0	0.0006098039215686274	0.8679896	1020000	8.138021e-09	0.09460229	3.8402993e-07	-0.016510231	-0.04093018	-0.22784904	0.8040581	0.014753398	8187.658413171768
34	2.4657626	192.10257	1.2649541e-08	0.044871796	0.025641026	629.0	0.0005990476190476191	0.82681686	1050000	-1.0172526e-08	0.09840109	1.4671913e-07	-0.0056360434	-0.047518168	-0.15803972	0.7973659	0.012967843	8482.969457387924
35	2.466119	148.17326	8.773909e-17	0.014851485	0.00990099	632.0	0.0005851851851851852	0.967975	1080000	-8.138021e-09	0.06968841	-9.44232e-08	-0.0051415754	-0.045306154	-0.13259631	0.7988202	0.017107222	8797.41713476181
36	2.5984287	163.87363	0.0	0.010989011	0.0054945056	634.0	0.0005711711711711712	1.014574	1110000	5.086263e-10	0.10280586	0.0	-0.0028124233	-0.058951374	-0.120464474	0.79307675	0.009790169	9104.834923028946
37	2.4725113	139.02791	0.0	0.009302326	0.004651163	636.0	0.0005578947368421053	1.109886	1140000	4.83195e-09	0.047729414	5.0566916e-07	-0.008512066	-0.027431902	-0.12667444	0.79161894	0.015462435	9442.172322511673
38	2.5727289	160.39038	0.0	0.0	0.0	636.0	0.0005435897435897436	1.0194645	1170000	-9.6639e-09	0.059488725	-2.0399451e-08	0.0034502717	-0.026379187	-0.12050049	0.7824016	0.011970627	9757.393042325974
39	2.3616462	181.51515	2.2525655e-13	0.012121212	0.006060606	638.0	0.0005316666666666666	0.9064993	1200000	1.2207032e-08	0.08904546	-3.4679065e-08	0.0029813778	-0.045915753	-0.124430135	0.78609586	0.018779844	10056.196053981781
40	2.4033546	166.27222	0.0	0.0	0.0	638.0	0.0005186991869918699	0.8933583	1230000	7.1207684e-09	0.049238402	-1.05963815e-08	0.0027718479	-0.02042818	-0.10432957	0.7831296	0.020298539	10361.105893850327
41	2.0880275	225.27068	1.6044506e-11	0.030075189	0.02255639	642.0	0.0005095238095238095	0.65355206	1260000	-4.0690105e-09	0.15469989	-2.151145e-08	-0.006330911	-0.068191215	-0.2610583	0.7848899	0.014582605	10633.79245686531
42	2.2949347	210.27464	0.0	0.014084507	0.0070422534	644.0	0.0004992248062015504	0.65724003	1290000	-8.138021e-09	0.08906265	0.0	-0.007369379	-0.029868122	-0.12975682	0.7862475	0.012292462	10911.839611291885
43	2.1188812	197.1579	0.0	0.02631579	0.013157895	648.0	0.0004909090909090909	0.64194375	1320000	-7.883708e-09	0.12466686	-4.0154708e-07	-0.011413261	-0.04975106	-0.2034056	0.7800382	0.014437804	11198.448850393295
44	2.4727232	176.01176	9.028668e-06	0.19411765	0.023529412	681.0	0.0005044444444444444	0.8833871	1350000	2.5431315e-09	0.06986724	1.1219698e-08	-0.0070820497	-0.033468563	-0.12783638	0.77841187	0.01415032	11499.49384188652
45	2.5254266	165.35912	4.1409706e-30	0.038674034	0.016574586	688.0	0.0004985507246376812	0.9637923	1380000	-4.3233235e-09	0.06903563	2.1075676e-08	-0.009405496	-0.031612705	-0.17977132	0.77927786	0.018090244	11801.415134429932
46	2.629939	171.79884	2.0571773e-25	0.18390805	0.03448276	720.0	0.0005106382978723404	1.0170234	1410000	6.612142e-09	0.0450498	-2.4115903e-07	-0.008621698	-0.01669434	-0.1498388	0.7796665	0.01662413	12101.59744143486
47	2.5791516	170.94827	0.0	0.09770115	0.011494253	737.0	0.0005118055555555556	0.97142005	1440000	8.138021e-09	0.050712246	3.6173853e-07	-0.011791124	-0.020420006	-0.14883065	0.7777986	0.014267012	12388.984079837799
48	2.4203813	159.5615	0.0	0.0053475937	0.0053475937	738.0	0.0005020408163265306	0.9435747	1470000	-2.0345052e-09	0.081732735	-1.3259643e-07	-0.009760036	-0.048188895	-0.16304338	0.77226526	0.009395925	12692.383912086487
49	2.4563088	143.47847	2.698124e-22	0.014354067	0.009569378	741.0	0.000494	1.0273685	1500000	8.138021e-09	0.031527694	1.4601711e-07	-0.009038257	-0.0127093475	-0.19451152	0.77215225	0.019411817	13024.072497844696
50	2.4574804	167.31285	0.0009328526	0.044692736	0.016759777	749.0	0.0004895424836601308	0.9535997	1530000	0.0	0.113772236	1.2786694e-07	-0.008339233	-0.063069634	-0.19857068	0.7630199	0.019448742	13322.70864725113
51	2.5355752	149.92	2.4675569e-34	0.115	0.03	772.0	0.0004948717948717948	0.98936677	1560000	-1.0172526e-09	0.07840578	0.0	-0.0047568535	-0.03749495	-0.12206161	0.75965774	0.00903563	13634.246815919876
52	2.434577	172.12643	2.708889e-28	0.04597701	0.01724138	780.0	0.0004905660377358491	0.9805616	1590000	-3.5603842e-09	0.14931315	7.8376684e-07	-0.01106236	-0.08033521	-0.1481977	0.7586117	0.011998295	13930.51368880272
53	2.652532	155.33333	7.35436e-35	0.031746034	0.01058201	786.0	0.0004851851851851852	1.0387212	1620000	2.0345052e-09	0.07303832	1.0091791e-08	-0.0043007242	-0.03864438	-0.11740475	0.75559676	0.010777972	14234.832212686539
54	2.4975116	154.46355	0.0	0.052083332	0.010416667	796.0	0.0004824242424242424	1.0411086	1650000	-7.883708e-09	0.09139429	4.967054e-08	0.0006431933	-0.06100456	-0.083415434	0.7565798	0.010682712	14540.42270040512
55	2.424547	152.4847	0.0	0.020408163	0.010204081	800.0	0.0004761904761904762	0.9975006	1680000	-9.6639e-09	0.14335269	-5.8388224e-08	-0.013139499	-0.1206156	-0.18167308	0.7572822	0.0186872	14847.011283636093
56	2.586486	158.60318	1.6515453e-19	0.015873017	0.01058201	803.0	0.0004695906432748538	1.0139551	1710000	9.6639e-09	0.0609687	-1.26147395e-08	0.0044509885	-0.033205263	-0.13359722	0.75333726	0.011961245	15143.063401460648
57	2.4588897	141.44812	0.0	0.0	0.0	803.0	0.00046149425287356324	1.0607249	1740000	-4.0690105e-09	0.07256065	-1.2595699e-07	-0.004645569	-0.039001074	-0.23977438	0.75451374	0.012589284	15453.610575199127
58	2.4555175	153.38461	4.09e-43	0.035897437	0.0051282053	810.0	0.00045762711864406777	1.0224643	1770000	6.103516e-09	0.051581975	7.82502e-08	-0.0014212565	-0.01990632	-0.17828763	0.7514854	0.01424936	15758.64099907875
59	2.4543512	171.24	0.0	0.0	0.0	810.0	0.00045	0.92623144	1800000	1.8819174e-08	0.06807291	9.8092215e-08	-0.011169072	-0.030536186	-0.17244774	0.7517086	0.009611956	16044.814014434814
60	2.4734063	151.08586	0.0	0.01010101	0.005050505	812.0	0.0004437158469945355	0.955757	1830000	2.0345052e-09	0.046989143	-1.5412918e-07	-0.0005572113	-0.020736886	-0.18795896	0.7481013	0.0141925905	16352.271840333939
61	2.4939005	140.8263	0.0	0.0	0.0	812.0	0.00043655913978494625	1.0791713	1860000	-1.0808309e-09	0.027598144	0.0	-0.00184965	-0.010453075	-0.22176012	0.7462839	0.01787678	16667.947303295135
62	2.445021	185.37267	1.5756977e-13	0.0124223605	0.0062111802	814.0	0.0004306878306878307	0.9145934	1890000	-4.83195e-09	0.14067954	1.4068178e-07	-0.0013360763	-0.10124325	-0.15635522	0.7457225	0.011636292	16946.540378808975
63	2.533289	178.14285	9.208628e-12	0.023809524	0.011904762	818.0	0.0004260416666666667	0.8956627	1920000	-1.0172526e-08	0.10142915	7.379623e-08	-0.015247501	-0.061494548	-0.19594264	0.74454	0.016631491	17239.579189300537
64	2.4500933	151.11111	1.2761864e-18	0.030303031	0.02020202	824.0	0.00042256410256410256	1.0030317	1950000	2.5431315e-10	0.044913374	3.8532296e-08	0.0009374321	-0.019156769	-0.22222672	0.7432661	0.01195703	17547.55390882492
65	2.485266	186.94376	1.7143714e-11	0.0875	0.03125	838.0	0.00042323232323232323	0.8514855	1980000	1.0172526e-09	0.07207432	-3.33786e-07	-0.013824106	-0.028085537	-0.16674276	0.74240714	0.0114750285	17816.31569314003
66	2.524264	148.58707	1.5086417e-28	0.08457711	0.029850746	855.0	0.0004253731343283582	1.0234054	2010000	1.0172526e-09	0.0404156	1.1387156e-07	-0.01048842	-0.023262667	-0.15719037	0.7403746	0.01187452	18123.95546722412
67	2.5776072	181.04968	4.2392678e-08	0.19875777	0.04347826	887.0	0.00043480392156862744	0.9405707	2040000	-1.2715657e-09	0.05210932	2.9617215e-08	-0.01204263	-0.01802577	-0.17921455	0.74504465	0.01912505	18404.687000513077
68	2.5468884	150.68845	4.668678e-05	0.11557789	0.040201005	910.0	0.0004396135265700483	1.0482084	2070000	5.086263e-10	0.032889873	1.6293933e-07	-0.017748259	-0.011583358	-0.09834304	0.73982394	0.015576811	18707.89604449272
69	2.4718447	138.13364	0.0	0.050691243	0.01843318	921.0	0.0004385714285714286	1.0536414	2100000	5.086263e-09	0.033436265	-2.461095e-07	-0.015235285	-0.015027855	-0.2053809	0.7359098	0.015474505	19028.578779935837
70	2.5610945	131.48685	0.0	0.05263158	0.013157895	933.0	0.0004380281690140845	1.1524339	2130000	-1.0172526e-09	0.019073682	-1.0875233e-07	0.0009631958	-0.0091087315	-0.15495053	0.7269961	0.013387151	19348.236006498337
71	2.5475383	141.27359	2.609095e-32	0.12264151	0.018867925	959.0	0.0004439814814814815	1.1290512	2160000	1.8310548e-08	0.04901455	-5.0382795e-07	-0.008355805	-0.0309652	-0.19845375	0.72505116	0.018137341	19660.74325942993
72	2.5240989	133.04445	1.2740449e-24	0.10222222	0.026666667	982.0	0.0004484018264840183	1.1207626	2190000	-2.0345052e-09	0.07538966	-1.5258789e-07	0.0026200146	-0.056529	-0.1596203	0.7242218	0.014030381	19988.28148293495
73	2.3298461	150.13197	0.0	0.040609136	0.015228426	990.0	0.0004459459459459459	0.96341205	2220000	-3.3569336e-08	0.14261834	9.197874e-08	0.0029126983	-0.090753935	-0.16960822	0.7275693	0.014178405	20287.5944647789
74	2.362955	155.6021	0.0	0.06806283	0.020942409	1003.0	0.0004457777777777778	0.9117507	2250000	-5.3405764e-09	0.069202304	9.986118e-08	-0.0136888595	-0.031380583	-0.19112723	0.7300751	0.012990192	20589.714144945145
75	2.436225	166.07222	2.655e-42	0.011111111	0.0055555557	1005.0	0.00044078947368421053	0.9053056	2280000	0.0	0.052515496	1.9073487e-07	-0.013949133	-0.020628065	-0.15427071	0.72407556	0.010797882	20881.012168884277
76	2.5159013	156.88481	2.8136354e-05	0.02617801	0.010471204	1010.0	0.00043722943722943725	0.98661613	2310000	8.646647e-09	0.03832311	6.990283e-08	-0.004393538	-0.016964307	-0.094641306	0.7228236	0.014039518	21193.235743284225
77	2.5324645	127.5617	0.0	0.008510638	0.004255319	1012.0	0.0004324786324786325	1.1623797	2340000	-6.103516e-09	0.017563453	-4.869826e-08	0.0012589274	-0.008640762	-0.12134986	0.72323155	0.011456144	21536.223230600357
78	2.5755818	142.10426	0.0	0.0	0.0	1012.0	0.0004270042194092827	1.1249564	2370000	2.0345052e-09	0.02403612	-7.231654e-08	-0.011767437	-0.009762345	-0.23333731	0.72320753	0.012544882	21853.795372009277
79	2.512524	149.35	1.9729416e-36	0.015	0.01	1015.0	0.00042291666666666666	1.0715469	2400000	-2.0345052e-09	0.07940415	-8.8214875e-08	-0.00079432677	-0.04786619	-0.28845954	0.7209212	0.017208066	22170.112744808197
80	2.4750106	151.6193	1.4082408e-07	0.005076142	0.005076142	1016.0	0.00041810699588477364	0.94734544	2430000	0.0	0.07586231	4.8409863e-08	-0.001961371	-0.046557482	-0.07747262	0.7208028	0.011455523	22476.634583711624
81	2.5970092	150.17526	0.0	0.0	0.0	1016.0	0.0004130081300813008	1.0068041	2460000	-3.051758e-09	0.04673051	1.2781202e-07	-0.015095479	-0.020373447	-0.21770856	0.7205247	0.01288808	22780.163195371628
82	2.45262	136.87157	0.0	0.0	0.0	1016.0	0.00040803212851405623	1.0423502	2490000	1.0172526e-09	0.0555623	4.3746526e-09	-0.008209263	-0.035015665	-0.20027187	0.7180712	0.0140537415	23097.161882162094
83	2.469042	139.20561	0.0	0.0	0.0	1016.0	0.00040317460317460316	1.0468845	2520000	2.2888185e-09	0.105687656	-2.3173394e-07	-0.0047553587	-0.081661716	-0.2609954	0.7179375	0.015008093	23421.043252944946
84	2.4787283	138.0599	0.0	0.0	0.0	1016.0	0.0003984313725490196	1.0884867	2550000	-1.3224284e-08	0.099177316	8.7896254e-08	0.0007203064	-0.079384685	-0.16801794	0.7178469	0.018707238	23741.449011325836
85	2.416849	159.12234	0.0	0.010638298	0.010638298	1018.0	0.0003945736434108527	0.8887988	2580000	2.0345052e-09	0.09110767	-3.550915e-08	-0.010915263	-0.04196369	-0.17387351	0.7179063	0.012363825	24042.6116001606
86	2.4818861	145.8128	0.0	0.0049261083	0.0049261083	1019.0	0.00039042145593869734	1.045198	2610000	1.2461345e-08	0.08966773	2.8187419e-08	-0.0022632282	-0.06261379	-0.14031282	0.7130744	0.01187749	24350.828843832016
87	2.4338439	137.52534	3.4853013e-21	0.013824885	0.004608295	1022.0	0.0003871212121212121	0.9974803	2640000	0.0	0.0666292	-2.81268e-07	-0.014749892	-0.019862216	-0.18009187	0.7126233	0.012491334	24673.01906132698
88	2.584023	131.03084	0.0	0.0	0.0	1022.0	0.00038277153558052433	1.117696	2670000	4.577637e-09	0.045635454	2.3526766e-07	0.00095648447	-0.031067967	-0.1316509	0.7092694	0.011111173	24992.513128995895
89	2.6127594	126.02521	0.0	0.004201681	0.004201681	1023.0	0.0003788888888888889	1.2010664	2700000	5.8492025e-09	0.021450574	-2.043588e-07	-0.0070053	-0.00936901	-0.2613685	0.7027017	0.016079392	25325.309087991714
90	2.5944633	126.23629	8.971085e-32	0.004219409	0.004219409	1024.0	0.0003750915750915751	1.2022812	2730000	-1.2207032e-08	0.022528922	1.6095768e-08	-0.0031200664	-0.008717933	-0.17867129	0.70318085	0.013729031	25658.548620939255
91	2.6157484	148.12	0.0	0.005	0.005	1025.0	0.0003713768115942029	1.1519307	2760000	-2.339681e-08	0.06374157	1.3828277e-07	9.524638e-05	-0.03979395	-0.12579298	0.70220315	0.014159903	25966.436282873154
92	2.593258	146.49754	0.0	0.0	0.0	1025.0	0.00036738351254480287	1.0838437	2790000	3.051758e-09	0.081720136	-8.691121e-08	-0.001235704	-0.043078363	-0.15525283	0.6983135	0.010620453	26276.317509889603
93	2.5436625	151.92386	0.0	0.010152284	0.005076142	1027.0	0.00036418439716312057	1.047272	2820000	3.051758e-09	0.07251274	1.4522959e-08	0.004702911	-0.039623756	-0.09018522	0.70071733	0.011530357	26586.6945810318
94	2.3843591	156.911	0.0	0.0	0.0	1027.0	0.0003603508771929825	0.98471993	2850000	3.051758e-09	0.21913168	5.9916715e-08	2.41038e-05	-0.15249586	-0.097868234	0.702814	0.012661398	26895.183281183243
95	2.3921008	145.60396	0.0	0.0	0.0	1027.0	0.00035659722222222223	0.9436223	2880000	-5.5948894e-09	0.10709303	5.6653917e-08	0.0064197	-0.03222684	-0.11839057	0.7017876	0.012106826	27206.162967681885
96	2.4237032	175.70482	0.0	0.0	0.0	1027.0	0.00035292096219931274	0.8745408	2910000	-7.629395e-09	0.15393542	-7.181282e-08	0.0031890403	-0.0663165	-0.2741084	0.703421	0.009737687	27495.063474178314
97	2.5037265	197.45033	0.0	0.013245033	0.0066225166	1029.0	0.00035	0.80893284	2940000	4.0690105e-09	0.09113003	-1.1368303e-07	0.001703886	-0.03315259	-0.1571649	0.70033777	0.010854634	27766.983085393906
98	2.3845057	186.3671	0.0	0.012658228	0.006329114	1031.0	0.00034713804713804714	0.81666434	2970000	8.138021e-09	0.14538538	2.4143654e-07	-0.009084848	-0.04412622	-0.15351775	0.70109844	0.011057779	28053.779028892517
99	2.4722383	169.47458	0.0	0.02259887	0.011299435	1035.0	0.000345	0.888074	3000000	0.0	0.10419118	-1.6163971e-08	0.003368572	-0.039145388	-0.16629496	0.6996232	0.017128717	28347.548134326935
100	2.4588606	157.90811	0.0	0.0	0.0	1035.0	0.00034158415841584156	0.94821215	3030000	-2.7974447e-09	0.09383438	-6.701495e-08	-0.004342083	-0.047310114	-0.19123292	0.6981616	0.015810201	28649.25891804695
101	2.39627	203.70068	0.0	0.0	0.0	1035.0	0.00033823529411764706	0.83297396	3060000	1.3605754e-08	0.15418883	-1.29751605e-08	-0.012286726	-0.07158974	-0.17926654	0.69555664	0.009627315	28930.80341386795
102	2.535701	151.41919	0.0	0.0	0.0	1035.0	0.0003349514563106796	0.98568654	3090000	6.612142e-09	0.066075526	-1.2763823e-07	-0.0033271185	-0.035231434	-0.15188518	0.6985203	0.010535299	29235.798163175583
103	2.6617897	158.71808	0.0	0.0	0.0	1035.0	0.0003317307692307692	1.0504192	3120000	8.138021e-09	0.051616944	1.2174566e-07	-0.016214604	-0.024146747	-0.21742885	0.6976161	0.012797866	29551.252385616302
104	2.481225	149.975	8.379925e-31	0.035	0.01	1042.0	0.0003307936507936508	1.0172244	3150000	9.155274e-09	0.061825693	-1.5258789e-07	-0.010935326	-0.030302532	-0.20973207	0.6968686	0.013025528	29860.539493083954
105	2.465831	135.22173	0.0	0.009049774	0.004524887	1044.0	0.0003283018867924528	1.0602516	3180000	-1.525879e-09	0.056987394	-2.5891612e-07	-0.008856	-0.029806832	-0.20186529	0.69531083	0.010377286	30173.57399368286
106	2.5933294	147.05392	7.7997e-34	0.11764706	0.014705882	1068.0	0.0003327102803738318	1.1037542	3210000	0.0	0.04067004	-2.337437e-08	-0.0023689554	-0.0235299	-0.10760126	0.694659	0.014146902	30484.16842031479
107	2.4959571	136.33182	0.00425667	0.3318182	0.045454547	1141.0	0.0003521604938271605	1.0882599	3240000	-3.051758e-09	0.026136292	1.3871626e-07	0.0028475677	-0.012518439	-0.20192616	0.6973755	0.015122524	30803.059848070145
108	2.5268478	133.42601	1.924707e-18	0.044843048	0.013452915	1151.0	0.00035198776758409785	1.0929459	3270000	8.90096e-09	0.028089466	1.1974387e-07	-0.012831079	-0.016439635	-0.20325275	0.6913794	0.0143842595	31130.839922189713
109	2.523901	148.89055	0.0	0.0049751243	0.0049751243	1152.0	0.0003490909090909091	1.08002	3300000	7.629395e-09	0.086067975	7.116972e-08	0.0027728772	-0.06442931	-0.14046757	0.6909474	0.008194865	31440.569450616837
110	2.5496678	160.40106	4.619197e-10	0.04278075	0.01604278	1160.0	0.00034834834834834833	1.0204477	3330000	8.138021e-09	0.03800896	-6.629821e-08	-0.00316326	-0.01718899	-0.1531288	0.69133073	0.009893695	31734.728318929672
111	2.3053699	173.27745	6.7959856e-23	0.03468208	0.01734104	1166.0	0.00034702380952380955	1.0874203	3360000	3.8401286e-08	0.5185048	1.7640218e-07	-0.010008211	-0.43365753	-0.22733141	0.6860145	0.009270252	32024.252584695816
112	2.2599404	164.7033	4.319023e-37	0.054945055	0.016483517	1176.0	0.0003469026548672566	0.8250402	3390000	-8.138021e-09	0.13180895	-7.3359566e-08	-0.0075909244	-0.088674754	-0.18337706	0.68970704	0.011193136	32318.117537021637
113	2.6248012	150.49246	0.0	0.0	0.0	1176.0	0.000343859649122807	1.0622044	3420000	1.1698405e-08	0.032526016	-9.5846666e-08	-0.024908097	-0.01640506	-0.27665767	0.6877159	0.015056818	32623.044137716293
114	2.3475993	163.71039	0.0	0.010928961	0.0054644807	1178.0	0.00034144927536231885	0.9821504	3450000	-5.8492025e-09	0.13366412	1.1464937e-07	-0.018292455	-0.0931422	-0.228642	0.6940226	0.018896224	32920.03424835205
115	2.5688848	151.17172	0.0	0.07070707	0.02020202	1192.0	0.0003425287356321839	1.0067155	3480000	7.1207684e-09	0.0470929	6.9839786e-08	0.0018644249	-0.028949555	-0.1662734	0.69219977	0.012782408	33220.790576696396
