Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpCostRet	StdEpCostRet	MaxEpCostRet	MinEpCostRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
10	-0.67238027	0.74179405	1.5501175	-2.324025	1000.0	4.5831934e-09	2.4681254e-08	1.374958e-07	0.0	4.814368	7.052395	21.027992	0.0	1343.0908	0.004069972182765152	-0.053335164	0.05558286	0.10075934	-0.4114326	330000	1.0935466e-08	0.03716378	-0.036798757	-0.0035058334	0.91998285	0.012999267	13070.964730501175
11	-0.87189096	0.7632684	0.64648896	-2.2016404	1000.0	0.00016777335	0.00090348703	0.0050332006	0.0	6.0025125	12.828885	54.696217	0.0	1523.1661	0.004231017049153646	-0.056343418	0.06293906	0.16882741	-0.266445	360000	6.612142e-09	0.034692414	-0.038842246	-0.0033408813	0.92064637	0.011269065	14215.68584561348
12	-0.95688623	0.7843735	0.6234734	-2.49633	1000.0	2.6383233e-07	1.4207684e-06	7.914907e-06	0.0	8.09094	15.104246	57.40208	0.0	1765.8944	0.004527934382512019	-0.04934778	0.07815367	0.15106982	-0.554016	390000	0.0	0.03346386	-0.037639264	-0.00333195	0.91954947	0.013584217	15361.081628799438
13	-0.5885836	0.9237407	0.8780452	-2.8114636	1000.0	3.126631e-07	1.6837422e-06	9.3798935e-06	0.0	4.954622	10.084139	46.887566	0.0	1914.5331	0.004558412097749256	-0.07490035	0.06765083	0.12809607	-0.4530508	420000	9.155274e-09	0.035631526	-0.040956646	-0.004705578	0.91896796	0.009892411	16497.680698871613
14	-0.8664739	0.7976209	0.40949246	-2.942084	1000.0	2.5500613e-09	1.37325e-08	7.650184e-08	0.0	2.0623724	6.1294312	32.241283	0.0	1976.4042	0.00439200927734375	-0.041790146	0.06331939	0.18436027	-0.32364386	450000	-4.0690105e-09	0.03166341	-0.039210483	-0.0020054094	0.9199215	0.012728963	17628.521267175674
15	-1.0630721	0.98546416	1.125291	-3.1587844	1000.0	1.2239548e-15	6.5897863e-15	3.6711038e-14	0.0	3.8592618	7.211441	33.800518	0.0	2092.1821	0.004358712768554688	-0.0404291	0.05832012	0.14055629	-0.37094775	480000	7.1207684e-09	0.04109869	-0.04997589	-0.0034855492	0.9199635	0.019836415	18706.710125923157
16	-0.7423112	0.60485125	0.38183215	-2.0926626	1000.0	0.00083896413	0.00451796	0.025168924	0.0	6.8027368	10.170707	29.78758	0.0	2296.2642	0.004502478745404412	-0.069110245	0.06676968	0.10428339	-0.5056362	510000	1.4241537e-08	0.034055185	-0.049280062	-0.0037806407	0.9205193	0.017637951	19788.907811164856
17	-0.735814	0.7666608	0.496841	-2.502473	1000.0	0.01892996	0.10194096	0.5678988	0.0	5.1826997	13.8325	57.09754	0.0	2451.745	0.004540268735532408	-0.07789061	0.07332643	0.1071138	-0.51879907	540000	1.7801921e-09	0.037764963	-0.040120196	-0.0038229302	0.92035455	0.010614504	20826.873923301697
18	-0.62966067	0.79971427	0.8075629	-2.1796734	1000.0	1.2642916e-08	6.808418e-08	3.7928748e-07	0.0	3.2840588	8.6000185	42.812843	0.0	2550.2668	0.004474152360882676	-0.024407959	0.056069527	0.16159548	-0.35576355	570000	8.646647e-09	0.031208782	-0.05051425	-0.0024007168	0.9201751	0.019318465	21860.179043293
19	-0.8454721	0.7987833	0.4943844	-2.9909368	1000.0	0.0009564805	0.0051508048	0.028694415	0.0	4.1827645	9.361231	37.694332	0.0	2675.7498	0.004459582926432291	-0.040141605	0.08356347	0.15578052	-0.4654415	600000	-5.086263e-09	0.036233578	-0.04906125	-0.0033743046	0.9201473	0.01849841	22962.426711320877
20	-0.46596587	0.7205847	0.8866103	-1.8459586	1000.0	3.0925057e-05	0.00016653651	0.0009277517	0.0	4.5726933	8.598727	36.254734	0.0	2812.9307	0.004464969308035714	-0.03949547	0.07461444	0.15614803	-0.40253067	630000	1.525879e-09	0.033029612	-0.05152377	-0.003845308	0.9196159	0.018530753	24047.95206093788
21	-0.76115876	0.7937771	0.74186194	-2.1517112	1000.0	2.8945918e-17	1.5587853e-16	8.683776e-16	0.0	8.856147	17.340075	73.53404	0.0	3078.615	0.00466456816702178	-0.032648467	0.06162481	0.15689346	-0.45989746	660000	-1.4241537e-08	0.03719422	-0.05016061	-0.0037250519	0.91885614	0.017132893	25037.33126759529
22	-0.8832719	0.6291847	0.5429858	-2.4220166	1000.0	1.3331508e-09	7.1792363e-09	3.9994525e-08	0.0	3.520626	7.332288	24.76669	0.0	3184.234	0.0046148317198822465	-0.06479115	0.09484447	0.16184923	-0.55573744	690000	-5.086263e-09	0.03690719	-0.053808738	-0.0038140677	0.9202257	0.016596481	26122.128237962723
23	-0.901552	0.8061132	0.49013662	-2.8920877	1000.0	0.0	0.0	0.0	0.0	2.6243684	5.3278503	19.810474	0.0	3262.9648	0.0045318956163194445	-0.047187723	0.062041737	0.13215668	-0.402526	720000	-5.722046e-09	0.03335034	-0.05161208	-0.002813667	0.9183193	0.019093351	27137.188796281815
24	-0.6448583	0.81899935	0.59454364	-2.8006277	1000.0	4.990088e-10	2.6872444e-09	1.4970261e-08	0.0	4.281999	10.213228	42.24206	0.0	3391.4248	0.004521899739583333	-0.058662057	0.055918563	0.096464835	-0.43699694	750000	7.1207684e-09	0.038327035	-0.052649602	-0.004119117	0.91787916	0.014590308	28169.010838985443
25	-0.34204158	0.7542865	1.8825153	-1.7914407	1000.0	5.976862e-10	3.2077407e-09	1.7871804e-08	0.0	7.875343	10.851437	38.346413	0.0	3627.6853	0.004650878593249199	-0.037316464	0.06919148	0.18405798	-0.4921168	780000	-1.0681153e-08	0.029619604	-0.053520035	-0.0044970606	0.917642	0.017162947	29160.44171309471
26	-0.63923657	0.8997153	0.8219302	-2.7277913	1000.0	0.0004550056	0.0024502801	0.013650168	0.0	1.9901475	3.6438253	12.523284	0.0	3687.3896	0.0045523328993055555	-0.010024783	0.07531766	0.18762445	-0.44101372	810000	6.103516e-09	0.038034856	-0.05350611	-0.0052892454	0.917797	0.0137883	30171.210131645203
27	-0.73812634	0.8801766	1.0643716	-2.319581	1000.0	2.913906e-07	1.5691305e-06	8.7414155e-06	0.0	2.4531372	6.132089	32.167156	0.0	3760.9836	0.004477361479259673	-0.049796812	0.09375436	0.17090589	-0.613801	840000	-2.0345052e-08	0.036296476	-0.05363274	-0.00665568	0.9175899	0.014236536	31195.220269203186
28	-0.52736294	0.9257166	1.7755231	-2.3508253	1000.0	7.8767325e-06	4.2417512e-05	0.00023630199	0.0	7.463709	13.15762	54.89994	0.0	3984.895	0.004580339102909483	-0.04493607	0.077807955	0.18988523	-0.43365705	870000	7.1207684e-09	0.035906248	-0.051964317	-0.004353646	0.9175516	0.014203155	32267.309365034103
29	-0.67246354	0.8255868	0.8247416	-2.5920625	1000.0	2.1007792e-05	0.00011309689	0.0006300531	0.0	9.760114	13.936437	44.606907	0.0	4277.698	0.004752998046875	-0.03096176	0.081685744	0.23585702	-0.44476515	900000	0.0	0.034946837	-0.053971753	-0.004655702	0.9159711	0.015497194	33276.483630895615
30	-0.77901846	0.7514127	0.8613119	-2.0744412	1000.0	7.7373175e-09	4.1666727e-08	2.3211952e-07	0.0	3.7738423	6.4313436	19.911652	0.0	4390.9136	0.004721412445396506	-0.03226519	0.063010894	0.19985431	-0.47590327	930000	9.155274e-09	0.03746407	-0.05344054	-0.0049313568	0.9153899	0.013565316	34228.522403240204
31	-0.54023796	0.85837394	0.65333664	-2.785214	1000.0	0.02827441	0.15226233	0.84823227	0.0	9.942419	15.817062	60.21657	0.0	4689.1865	0.004884569295247396	-0.049947217	0.07071698	0.21883598	-0.50754356	960000	-6.103516e-09	0.034843158	-0.055672687	-0.0060859714	0.915949	0.014731516	35236.285465717316
32	-0.71717244	0.805868	0.6169324	-2.473069	1000.0	1.8863533e-17	1.0158322e-16	5.65906e-16	0.0	7.3499384	16.2483	80.70159	0.0	4909.6846	0.00495927734375	-0.034811262	0.094331786	0.21159288	-0.5633158	990000	9.155274e-09	0.036001816	-0.05445774	-0.0068040546	0.91603076	0.015245446	36180.14373397827
33	-0.6171713	0.83621526	0.9822219	-2.157611	1000.0	0.00031889707	0.0017173134	0.009566912	0.0	5.7712345	8.713333	29.282948	0.0	5082.8213	0.004983158126531863	-0.045361765	0.07510954	0.19042102	-0.57342887	1020000	1.780192e-08	0.038402148	-0.054623287	-0.0069026686	0.91554135	0.014767373	37146.125797986984
34	-0.7255356	0.9443667	1.2573354	-2.3665273	1000.0	0.00065301254	0.0035145716	0.019579556	0.0	5.05499	15.277831	63.63979	0.0	5234.471	0.004985210658482143	-0.0275298	0.1045087	0.30688506	-0.7222859	1050000	2.7974447e-09	0.046697363	-0.05371394	-0.012476161	0.9143341	0.01239506	38255.35133433342
35	-0.4896599	0.92219156	1.1645623	-2.4592206	1000.0	3.7779263e-16	2.0344749e-15	1.1333777e-14	0.0	7.52962	12.727731	50.520008	0.0	5460.36	0.005055888762297454	-0.05027742	0.116001345	0.24324399	-0.6934568	1080000	5.5948894e-09	0.0415274	-0.05479603	-0.00921239	0.9140205	0.01571403	39445.44136738777
36	-0.36340168	0.8881607	1.3728948	-2.3024337	1000.0	3.5288335e-07	1.662215e-06	9.203978e-06	0.0	8.562467	11.4916525	36.3186	0.0	5717.234	0.005150661159206081	-0.028836105	0.11860255	0.33740056	-0.77477056	1110000	9.155274e-09	0.039139528	-0.055592403	-0.007111743	0.91328084	0.014757809	40546.34342622757
37	-0.23121552	0.90727586	1.9095403	-2.2230163	1000.0	7.730236e-05	0.000416286	0.0023190707	0.0	7.6842413	12.748513	47.743706	0.0	5947.761	0.0052173344126918856	-0.0023340934	0.09691484	0.36641634	-0.6779046	1140000	8.138021e-09	0.035352044	-0.05369493	-0.0047195423	0.9125043	0.014428361	41651.435812950134
38	-0.50730073	0.86231256	1.3373331	-2.9328558	1000.0	0.00080878136	0.0043554213	0.024263442	0.0	10.969008	14.66095	56.79846	0.0	6276.831	0.005364812867254274	-0.016791973	0.11336639	0.3301244	-0.5811656	1170000	6.103516e-09	0.035515223	-0.05483978	-0.0050767697	0.91211605	0.013139189	42816.142570734024
39	-0.25465968	0.81620014	0.96950716	-2.0399806	1000.0	0.0018217665	0.009810398	0.05465238	0.0	10.748284	18.111612	69.38195	0.0	6599.28	0.005499399820963541	-0.008315739	0.09260431	0.43256038	-0.6249255	1200000	-4.0690105e-09	0.03775324	-0.054424252	-0.0075607672	0.9121718	0.014191049	43909.63505291939
40	-0.5291516	0.8806184	0.79558194	-3.8378813	1000.0	2.1918733e-07	1.1803173e-06	6.5753916e-06	0.0	11.121796	15.236127	55.806515	0.0	6932.9336	0.00563653137703252	-0.0040770643	0.09339592	0.31858838	-0.63709676	1230000	-3.051758e-09	0.038848884	-0.056806	-0.006580334	0.91224664	0.013962014	44938.3078417778
41	-0.42797565	1.0786809	1.5522424	-2.0822692	1000.0	0.00055330637	0.0029795424	0.016598634	0.0	8.444407	12.461723	45.743267	0.0	7186.266	0.005703385804191469	-0.021874975	0.08744741	0.32897422	-0.60775626	1260000	-4.0690105e-09	0.048185874	-0.05596053	-0.0124868825	0.9113877	0.014837049	45989.50230741501
42	-0.52128434	0.92627096	1.7656994	-2.1446528	1000.0	4.1482505e-08	2.2339009e-07	1.2444748e-06	0.0	5.1714797	10.328831	36.176823	0.0	7341.41	0.005691015625	-0.0084730005	0.12978166	0.42682275	-0.90364	1290000	4.0690105e-09	0.040148407	-0.056395788	-0.008267906	0.91133845	0.014183116	47037.790264606476
43	-0.6489138	0.8120978	1.5367165	-2.0428414	1000.0	0.006208745	0.03343509	0.1862622	0.0	9.975996	15.434462	62.46768	0.0	7640.69	0.0057884014707623105	-0.024832845	0.11893879	0.4782171	-0.78838545	1320000	4.0690105e-09	0.03560249	-0.056780897	-0.009795228	0.91134	0.014487757	48045.09616804123
44	-0.43440953	0.98070717	0.9399541	-2.1817536	1000.0	2.1290464e-21	1.1365558e-20	6.333205e-20	0.0	8.567518	12.396861	41.598743	0.0	7897.716	0.0058501598668981485	-0.045530006	0.1014371	0.23704427	-0.7684322	1350000	1.4241537e-08	0.0423045	-0.056190077	-0.008709181	0.91070575	0.013490138	49116.45978593826
45	-0.35370743	0.8238191	1.5369852	-2.27344	1000.0	0.00042788513	0.0023042324	0.012836554	0.0	6.9968777	13.789793	44.710087	0.0	8107.622	0.005875088456748188	-0.029469889	0.10463639	0.30728295	-0.6605315	1380000	-1.373291e-08	0.03430625	-0.05464603	-0.0063878	0.9106443	0.015140175	50194.45759868622
46	-0.8394251	0.93524617	1.5730402	-2.5030959	1000.0	2.5759784e-06	1.3872067e-05	7.727935e-05	0.0	5.7195344	10.438104	41.263744	0.0	8279.208	0.005871778728945036	-0.00091619784	0.12575619	0.35825604	-0.9586134	1410000	-1.3224284e-08	0.04931612	-0.056922853	-0.013029318	0.91019887	0.011590493	51248.95349884033
47	-0.4588186	1.1133754	1.5370698	-2.9504387	1000.0	0.00016049691	0.00086395035	0.0048130117	0.0	12.890631	19.017855	69.81419	0.0	8665.927	0.006018004692925347	-0.02263173	0.12711287	0.34796804	-0.9169456	1440000	-4.0690105e-09	0.04357981	-0.05592253	-0.009762321	0.9100207	0.011481519	52288.45542192459
48	-0.31944457	0.979742	2.094446	-2.4781508	1000.0	0.0037537504	0.020214565	0.11261251	0.0	14.332742	19.448793	58.79117	0.0	9095.909	0.006187693319515306	-0.027602538	0.1318846	0.34569946	-0.6706242	1470000	-7.629395e-10	0.042108104	-0.0565833	-0.008455716	0.9090874	0.014937024	53353.035173654556
49	-0.19490482	1.0228267	1.8790482	-2.6728358	1000.0	0.00027525518	0.0014822528	0.008257432	0.0	16.429813	18.918005	69.546265	0.0	9588.804	0.006392535807291667	-0.0057355044	0.09389565	0.39973494	-0.53206253	1500000	5.086263e-10	0.04097286	-0.055451386	-0.006980747	0.90907854	0.013691653	54386.4200258255
50	-0.14630844	0.83929586	1.5038115	-2.6945693	1000.0	1.4810682e-06	7.971755e-06	4.4410277e-05	0.0	8.871143	14.857508	64.84406	0.0	9854.9375	0.006441135620915033	0.0096832365	0.090215914	0.2916844	-0.55247754	1530000	4.0690105e-09	0.038840238	-0.056718063	-0.007345289	0.9092134	0.013284597	55350.853145837784
51	0.053206556	0.7849863	1.9784589	-1.4404049	1000.0	0.0013043694	0.007024245	0.039131083	0.0	6.8743415	10.340439	33.57148	0.0	10061.168	0.006449466646634616	-0.023319198	0.14480233	0.30876037	-0.8240046	1560000	1.525879e-08	0.045230605	-0.057373784	-0.010941364	0.90974534	0.012790635	56341.77984595299
52	-0.29721227	0.9774809	0.9815319	-2.7731907	1000.0	5.5754645e-06	3.0023764e-05	0.00016725837	0.0	9.097447	15.122421	71.85247	0.0	10334.092	0.006499428803066038	-0.026094424	0.1274443	0.3399304	-0.5966416	1590000	5.976359e-09	0.04363082	-0.058244165	-0.011037245	0.9095236	0.013057381	57342.6472632885
53	-0.078481644	0.97379637	1.1233586	-3.0747669	1000.0	4.77906e-08	2.5735125e-07	1.4336695e-06	0.0	11.910337	14.105965	58.415573	0.0	10691.401	0.006599630473572531	0.04182587	0.13030447	0.43502596	-0.65556085	1620000	-4.83195e-09	0.047684167	-0.056903083	-0.0103306845	0.9086249	0.013189281	58345.41679048538
54	-0.28043917	0.760476	1.2579471	-1.8222779	1000.0	0.00023312402	0.0012553758	0.006993529	0.0	11.309001	15.400555	49.43314	0.0	11030.672	0.006685255681818182	0.0055297525	0.12080494	0.38933063	-0.6420422	1650000	2.7974447e-09	0.04508169	-0.05664494	-0.012111139	0.90890837	0.013664618	59297.17023563385
55	-0.1315644	1.0512322	1.7430204	-2.729353	1000.0	0.020622266	0.11105419	0.61866736	0.0	8.736306	11.142292	43.101074	0.0	11292.761	0.006721881394159226	0.0048508495	0.15220101	0.41268933	-0.95503837	1680000	9.155274e-09	0.05223519	-0.055466607	-0.01670799	0.90795624	0.013267549	60264.16823863983
56	-0.20424543	0.9972197	1.6011604	-2.6666741	1000.0	0.00019346387	0.0010417411	0.005803412	0.0	11.280819	16.438395	70.314026	0.0	11631.186	0.006801862892909356	-0.0015049052	0.17164503	0.44328836	-0.8072421	1710000	-5.086263e-10	0.049893368	-0.055962663	-0.012393277	0.90730155	0.015192635	61210.8607070446
57	-0.16001418	0.82230747	0.9950211	-1.7669175	1000.0	2.380935e-09	1.2821726e-08	7.142805e-08	0.0	16.928637	23.11507	85.35161	0.0	12139.045	0.006976462598778736	0.020627938	0.14037892	0.51860493	-0.92044103	1740000	9.155274e-09	0.04499691	-0.057018224	-0.010727916	0.9069694	0.015211292	62149.32566666603
58	0.15134318	0.8836219	1.7278078	-1.8435509	1000.0	2.8180139e-05	0.00015175468	0.00084540417	0.0	11.239542	16.958471	75.61397	0.0	12476.23	0.007048717778954802	-0.014684026	0.15303412	0.32125762	-1.0286734	1770000	6.103516e-09	0.044665698	-0.0570573	-0.012388319	0.9086754	0.015132515	63134.47235703468
59	0.00037463507	0.7680797	1.6366948	-1.6547172	1000.0	5.3585177e-06	2.8856497e-05	0.00016075553	0.0	9.733184	13.211329	55.95269	0.0	12768.227	0.007093459201388889	0.016886834	0.15418853	0.36273065	-0.87157106	1800000	-4.83195e-09	0.04107356	-0.05744305	-0.008178793	0.90868425	0.01490517	64058.49769473076
60	-0.07426211	0.80080074	1.670931	-1.9590256	1000.0	0.007708892	0.0415114	0.23125465	0.0	11.726606	16.67124	57.10263	0.0	13120.024	0.007169412248121585	0.05087178	0.12060701	0.3927509	-0.84911853	1830000	-7.1207684e-09	0.042748194	-0.056429755	-0.009974472	0.9093149	0.014111595	65009.65074515343
61	0.40834895	0.7830671	1.9130696	-0.83529085	1000.0	0.0023091873	0.012435353	0.06927562	0.0	9.682576	11.387063	39.97023	0.0	13410.502	0.007209947286626344	-0.021985225	0.17837895	0.32825243	-1.0458468	1860000	-2.4414064e-08	0.043268666	-0.059692413	-0.013899639	0.9086745	0.013181012	65933.17456245422
62	-0.11565242	1.0111307	1.8414165	-2.1209774	1000.0	6.166593e-09	3.3206117e-08	1.8498696e-07	0.0	13.782134	20.366959	99.515175	0.0	13823.966	0.007314267629794973	0.07002622	0.15871862	0.35832638	-0.8604375	1890000	2.0345052e-09	0.04947579	-0.056669187	-0.01232627	0.90889597	0.01295979	66866.89713740349
63	-0.11254639	0.9538312	1.8828994	-2.422467	1000.0	0.023126546	0.12454026	0.6937964	0.0	10.572362	11.809545	36.784073	0.0	14141.137	0.007365175374348958	-0.0022941297	0.18247736	0.36296088	-0.8577382	1920000	6.357829e-09	0.047815397	-0.05756797	-0.011473395	0.9082763	0.011745466	67827.28397417068
64	-0.036357984	0.9308116	1.720193	-2.0666845	1000.0	6.4785534e-05	0.00034888074	0.001943566	0.0	12.655454	16.051222	69.76957	0.0	14520.801	0.007446564503205128	-0.006958673	0.17997609	0.39152405	-0.91822803	1950000	-1.1189779e-08	0.04782461	-0.057501364	-0.010993879	0.9077959	0.013379224	68747.09785604477
65	0.028221004	1.0591033	1.61294	-2.1710727	1000.0	3.6006138e-09	1.9363192e-08	1.07874484e-07	0.0	14.562113	15.975611	57.97024	0.0	14957.664	0.007554375789141414	0.019402755	0.18818484	0.4166112	-0.80081517	1980000	-2.5431315e-09	0.05135782	-0.05734811	-0.01391165	0.9063902	0.0131793665	69669.14789199829
66	-0.08897107	0.9630821	2.2760692	-2.0057924	1000.0	2.0777768e-06	1.1186525e-05	6.2319064e-05	0.0	8.701502	11.403142	50.25037	0.0	15218.709	0.007571497007151741	0.014120556	0.19037233	0.4421306	-1.0444083	2010000	0.0	0.052423812	-0.057555143	-0.016480371	0.9067629	0.0116208475	70582.09516191483
67	0.39902207	1.0196483	2.8330505	-1.1619806	1000.0	3.0119752e-06	1.18664575e-05	5.9569695e-05	0.0	12.349821	16.015474	57.61328	0.0	15589.203	0.007641766237745098	0.0045520356	0.1913606	0.4837097	-0.87629765	2040000	1.1698405e-08	0.0493925	-0.058129366	-0.015403416	0.90559816	0.011746165	71504.78181004524
68	-0.09514856	0.7809417	1.2107021	-1.7940859	1000.0	0.0071138884	0.0383089	0.21341361	0.0	13.50226	14.260756	49.623184	0.0	15994.271	0.00772670120018116	0.019790111	0.21680358	0.4914788	-1.0429263	2070000	1.0172526e-08	0.046351887	-0.058443643	-0.013169218	0.9054506	0.013391704	72448.40854907036
69	0.097882815	1.035904	2.1826181	-2.3587341	1000.0	0.0062410412	0.033603176	0.18719965	0.0	13.163706	14.040896	47.742172	0.0	16389.182	0.007804372209821429	0.03352488	0.20425999	0.4520319	-0.90617096	2100000	4.0690105e-09	0.048308115	-0.058197565	-0.011930104	0.9060825	0.013444969	73355.62278962135
70	0.32317802	0.7827425	1.7924149	-1.4456085	1000.0	5.6142957e-09	3.0188634e-08	1.681849e-07	0.0	7.953692	11.578248	45.633736	0.0	16627.793	0.007806475572183099	-0.007820652	0.21820407	0.44611403	-0.88291365	2130000	-4.577637e-09	0.053875547	-0.05791981	-0.018986356	0.90491396	0.012542513	74270.19858813286
71	0.18653473	1.0127884	2.7164214	-2.0745325	1000.0	1.8458837e-05	9.9399746e-05	0.00055374287	0.0	12.015896	12.78877	40.406376	0.0	16988.27	0.007864939597800926	0.036019307	0.19161384	0.45400745	-0.80051804	2160000	1.3224284e-08	0.058418997	-0.057482146	-0.015698846	0.90527475	0.014097771	75144.14151716232
72	0.38252914	0.98436004	2.1267505	-1.9076899	1000.0	8.5080406e-05	0.00045282213	0.0025234418	0.0	10.717994	11.931299	44.29169	0.0	17309.81	0.00790402308076484	0.05179635	0.20568676	0.46525303	-0.93541515	2190000	-3.5603842e-09	0.050490297	-0.0570299	-0.013000634	0.9046961	0.013163309	76071.94765305519
73	0.2442037	1.0005676	2.0624506	-1.6129011	1000.0	0.002430744	0.013089955	0.07292232	0.0	9.87055	13.24146	55.59538	0.0	17605.926	0.007930597198761262	0.045388274	0.23345928	0.55477107	-0.92067224	2220000	-6.103516e-09	0.054744314	-0.05759912	-0.015753046	0.9039137	0.0119362045	76981.39450097084
74	0.30733496	1.2044569	2.0751655	-2.2154505	1000.0	0.027362278	0.14734665	0.8208483	0.0	8.737939	11.013885	53.223988	0.0	17868.064	0.007941361979166667	0.02152209	0.2633082	0.6639387	-1.1637312	2250000	6.612142e-09	0.056335088	-0.058144964	-0.017751217	0.902545	0.014730855	77895.10073518753
75	0.5842811	0.9488053	2.659528	-1.4687177	1000.0	1.4779418e-07	7.957522e-07	4.4330504e-06	0.0	12.259927	14.930104	57.137203	0.0	18235.863	0.007998185649671053	0.08703424	0.22970769	0.6032965	-1.1384246	2280000	6.103516e-09	0.05605068	-0.05900218	-0.016695488	0.9021663	0.012942775	78784.17225646973
76	0.376329	0.8475816	2.1950903	-1.9534991	1000.0	0.004329422	0.023313807	0.12987812	0.0	19.837917	15.063041	51.897186	0.0	18831.0	0.008151948051948053	0.051033806	0.2086532	0.54817647	-0.9005784	2310000	-1.4623006e-08	0.05401068	-0.056225117	-0.017316103	0.9017314	0.013939876	79677.99199676514
77	0.62394595	0.8516988	2.7654817	-1.0607393	1000.0	1.15067074e-07	6.1965005e-07	3.4519849e-06	0.0	13.403341	14.298518	51.459908	0.0	19233.1	0.008219273337339744	0.04748645	0.22089037	0.46631986	-0.9042558	2340000	6.103516e-09	0.052542336	-0.057477806	-0.014973711	0.90110445	0.013793602	80540.26981687546
78	0.47254673	1.1080171	2.8027027	-2.2342103	1000.0	0.051357336	0.2765638	1.5406989	0.0	16.44166	14.810711	61.798397	0.0	19726.35	0.008323354265559071	0.06444349	0.24875428	0.6129106	-0.9545346	2370000	8.138021e-09	0.05998859	-0.05995734	-0.018443525	0.90023166	0.011896378	81413.7569475174
