Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageEpCostRet	StdEpCostRet	MaxEpCostRet	MinEpCostRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
77	0.4278064	0.8747852	1.8634557	-2.0520966	1000.0	5.792312e-07	3.1192444e-06	1.7376877e-05	0.0	7.6542153	10.858265	38.413498	0.0	18728.924	0.00800381360176282	0.064972214	0.15356418	0.38872135	-0.8606368	2340000	-8.138021e-09	0.050415732	-0.05731874	-0.012585223	0.91264784	0.013428483	80266.59974050522
78	0.27561203	1.0215703	2.0504956	-1.9533279	1000.0	0.000513545	0.0027655235	0.015406346	0.0	20.552923	22.13862	81.497574	0.0	19345.512	0.008162663172468354	0.06646679	0.18232858	0.4955411	-0.7346516	2370000	-1.780192e-08	0.048510313	-0.05706616	-0.015452914	0.9123712	0.012130005	81141.67283248901
79	0.37253687	0.8801262	1.7593958	-1.2591487	1000.0	4.945031e-06	1.856191e-05	7.9917314e-05	0.0	16.704273	19.767881	77.46523	0.0	19846.64	0.00826943359375	0.046939608	0.19073425	0.45877147	-0.85461164	2400000	-1.373291e-08	0.04947447	-0.060725946	-0.015317339	0.9115891	0.014952794	82022.00268030167
80	0.5085655	0.6665877	1.9800624	-0.8629846	1000.0	0.091351405	0.49194232	2.740542	0.0	19.520788	16.16479	67.40491	0.0	20432.264	0.008408338959619342	0.07426376	0.1714194	0.50436	-0.78500265	2430000	1.8310548e-08	0.046067506	-0.059954908	-0.015377283	0.9115655	0.011934095	82871.15615224838
81	0.79639626	0.72085154	2.1956654	-0.7580777	1000.0	0.0024709553	0.013306503	0.07412866	0.0	13.423891	12.528457	44.77034	0.0	20834.98	0.00846950425558943	0.04200882	0.19017619	0.5459753	-0.71838087	2460000	-4.0690105e-09	0.04422943	-0.060560893	-0.014818553	0.91178036	0.012508837	83721.36617779732
82	0.56123185	0.7540997	1.883781	-1.0389885	1000.0	0.01797084	0.09677591	0.5391252	0.0	17.410484	18.450474	81.26124	0.0	21357.295	0.00857722687625502	0.10243363	0.17281786	0.6118424	-0.6949152	2490000	-1.8310548e-08	0.041049022	-0.0597845	-0.013877757	0.91175675	0.012679439	84564.12426376343
83	0.82350385	0.78794414	2.6364858	-1.212256	1000.0	0.004057905	0.021852346	0.121736385	0.0	13.121957	15.969306	74.79703	0.0	21750.953	0.00863133060515873	0.060337562	0.15418126	0.47290772	-0.7336439	2520000	-4.577637e-09	0.044922184	-0.058356337	-0.011282165	0.9116158	0.012433108	85372.17341470718
84	0.4473991	0.96890783	2.5061238	-1.068798	1000.0	6.681991e-08	3.5959988e-07	2.0033244e-06	0.0	14.315499	12.587354	42.007973	0.0	22180.418	0.008698203125	0.09932474	0.1585064	0.46280783	-0.59138817	2550000	8.90096e-09	0.048948906	-0.058739625	-0.013905194	0.9109336	0.0133061055	86191.8005490303
85	0.73952854	0.76233584	3.0055668	-0.4564841	1000.0	0.00064197346	0.0034571278	0.019259175	0.0	11.117682	12.851864	39.31159	0.0	22513.95	0.008726336906492249	0.06120561	0.18997958	0.5777193	-0.68080187	2580000	-1.0681153e-08	0.04934362	-0.059172522	-0.01686526	0.9100371	0.012268833	87050.1900229454
86	0.89558476	0.80450726	2.368479	-0.997876	1000.0	2.6971595e-05	0.00014470695	0.0008062372	0.0	12.80478	15.061028	57.49391	0.0	22898.092	0.008773215247844827	0.079110764	0.15729626	0.51518697	-0.60461307	2610000	-9.6639e-09	0.041038845	-0.06141812	-0.009371955	0.9102855	0.01134753	87867.95986199379
87	0.6153022	1.0725363	2.4996378	-2.2731855	1000.0	0.0071023502	0.038244314	0.21305428	0.0	12.360242	12.606573	44.608604	0.0	23268.898	0.008813976680871213	0.08110479	0.19521137	0.5562736	-0.6066531	2640000	0.0	0.047352787	-0.060146615	-0.016843688	0.9092633	0.013064582	88707.86551404
88	0.31220356	0.78289205	2.0032647	-1.4139742	1000.0	0.010271077	0.055310782	0.30812877	0.0	20.277615	15.5106735	79.07529	0.0	23877.229	0.008942782215589888	0.09987274	0.22993295	0.6868713	-0.7722007	2670000	1.6276042e-08	0.050871324	-0.06066817	-0.019450452	0.9083712	0.011898961	89524.21803617477
89	0.7584618	0.97043186	2.7333913	-1.2446856	1000.0	8.961815e-08	4.8260847e-07	2.6885443e-06	0.0	13.321712	12.788742	51.524303	0.0	24276.879	0.008991436631944445	0.002472914	0.20272891	0.40866524	-0.7157749	2700000	7.629395e-09	0.059569433	-0.059003476	-0.02153116	0.90783453	0.014487789	90364.54746294022
90	0.4886394	0.9192107	2.8168972	-1.0501615	1000.0	0.0015231725	0.008202509	0.045695025	0.0	13.826933	15.489035	63.163776	0.0	24691.688	0.009044574175824176	0.057331078	0.21115363	0.5273593	-0.5940905	2730000	2.3905436e-08	0.04890406	-0.058639966	-0.015684053	0.90645695	0.012170311	91180.98964715004
91	0.6310318	0.6306209	1.9756254	-0.56915635	1000.0	0.00039579443	0.0021313997	0.011873733	0.0	17.164883	15.408527	55.89153	0.0	25206.633	0.009132837975543479	0.0474506	0.20770432	0.66174525	-0.7001447	2760000	2.0345052e-09	0.04961505	-0.060437076	-0.014081541	0.9056068	0.012352735	92016.73001241684
92	0.57578915	0.80056345	2.9223154	-0.7819515	1000.0	8.310352e-05	0.00044750873	0.0024930118	0.0	15.498069	15.16551	58.9358	0.0	25671.576	0.00920128178203405	0.026576657	0.21806054	0.79672295	-0.7092998	2790000	6.103516e-09	0.050811075	-0.060051937	-0.018366277	0.9044715	0.012756629	92833.49542832375
93	0.7116786	0.58488387	1.735673	-0.7376848	1000.0	0.010165839	0.054742705	0.30496427	0.0	14.894839	15.799006	67.43616	0.0	26118.42	0.009261851036125887	0.07149556	0.20828147	0.7625676	-0.6823047	2820000	1.0172526e-09	0.044953514	-0.059101667	-0.015531555	0.9041332	0.011560206	93629.18817949295
94	0.7528973	0.98717993	2.7047846	-1.2554557	1000.0	0.002121555	0.011424526	0.063644506	0.0	12.978134	10.99978	38.99693	0.0	26507.766	0.009300970394736843	0.086250275	0.1862233	0.6847024	-0.55806154	2850000	-1.4241537e-08	0.04617533	-0.059776418	-0.015341362	0.90429074	0.012255102	94433.02091002464
95	0.7450025	0.764511	2.1044767	-1.1643567	1000.0	3.3053406e-05	0.0001778823	0.0009909788	0.0	9.578155	9.950216	36.565666	0.0	26795.11	0.009303857421875	0.066598564	0.20069392	0.766877	-0.5757312	2880000	-2.5431315e-09	0.050118238	-0.059484225	-0.018276464	0.90340054	0.011540021	95232.12492656708
96	0.89211214	0.8459206	2.6689014	-1.1098734	1000.0	6.811448e-05	0.00036596894	0.0020389121	0.0	12.10911	10.364613	36.49081	0.0	27158.383	0.00933277759879725	0.09952212	0.23744659	0.69273865	-0.8385803	2910000	5.086263e-09	0.051703703	-0.059289522	-0.021225352	0.90418166	0.012930691	96065.58518218994
97	0.82813114	0.73111475	2.386227	-1.4321351	1000.0	0.06878865	0.37043804	2.0636587	0.0	11.514706	10.381627	39.723488	0.0	27503.824	0.00935504225127551	0.08004566	0.20188615	0.6119201	-0.5069463	2940000	3.8146974e-09	0.045863364	-0.059216946	-0.016539957	0.9031637	0.011083325	96871.83713555336
98	0.6292824	0.8921364	2.8446133	-1.3805848	1000.0	0.0019819501	0.010672655	0.05945596	0.0	13.223012	11.589294	40.51676	0.0	27900.514	0.00939411234743266	0.056285538	0.22736743	0.58234465	-0.87514096	2970000	-8.138021e-09	0.04642955	-0.05924653	-0.016110307	0.9013189	0.013584082	97667.72673344612
99	1.0386207	0.68982625	2.5685356	-0.54077256	1000.0	5.5384477e-05	0.00029669603	0.0016531207	0.0	12.068136	9.684274	31.38611	0.0	28262.559	0.009420852864583334	0.084225304	0.21998812	0.70049495	-0.65066475	3000000	-3.051758e-09	0.048274275	-0.058363803	-0.0185815	0.90009314	0.012944817	98453.73704218864
100	0.75291866	0.75652987	2.3927295	-0.61278653	1000.0	0.000371372	0.0019990501	0.011136586	0.0	13.609029	14.521585	57.357197	0.0	28670.83	0.00946232015779703	0.08945234	0.2109638	0.65479964	-0.4482359	3030000	-8.138021e-09	0.035575032	-0.06038894	-0.012448939	0.8999633	0.012938889	99260.53889846802
101	0.8751252	0.84532446	2.8396697	-1.4382728	1000.0	0.04382055	0.23598087	1.3146164	0.0	10.989502	10.161661	38.119408	0.0	29000.514	0.009477292049632354	0.106590755	0.21189946	0.61824644	-0.48696604	3060000	2.0345052e-09	0.04685077	-0.059181783	-0.013885494	0.8984443	0.011438495	100015.84909892082
102	0.9466035	0.5744271	2.1267304	-0.05614246	1000.0	0.0027635754	0.0148823075	0.08290726	0.0	13.304441	11.440065	48.244537	0.0	29399.648	0.009514449332524271	0.073995836	0.22213794	0.6844315	-0.7040408	3090000	6.612142e-09	0.042808384	-0.05920943	-0.014932573	0.89575875	0.012668958	100765.9783885479
103	0.97780704	0.5759678	2.3438644	-0.0509175	1000.0	3.3756434e-05	0.00018162739	0.0010118496	0.0	14.857629	17.958187	81.95833	0.0	29845.377	0.009565825946514422	0.07963586	0.18846235	0.60642576	-0.47867593	3120000	-1.0681153e-08	0.044387557	-0.05846912	-0.015879687	0.8955478	0.013591931	101447.96123480797
104	0.98458153	0.82872486	2.7816954	-0.8158835	1000.0	6.1558625e-09	3.315011e-08	1.846746e-07	0.0	10.6310835	8.427383	36.726505	0.0	30164.309	0.009575970982142858	0.07700393	0.20626514	0.7168649	-0.60938174	3150000	-6.103516e-09	0.034666106	-0.059163194	-0.012538105	0.8923207	0.012379399	102136.93309211731
105	1.0007417	0.8163637	2.9060752	-0.83439916	1000.0	0.0020620031	0.011104225	0.06186008	0.0	12.707367	12.720023	48.44952	0.0	30545.53	0.009605512357507862	0.08286123	0.22607894	0.7077613	-0.8444654	3180000	-5.086263e-09	0.03946186	-0.060444426	-0.013026003	0.8897551	0.011572608	102792.55478048325
106	0.7863527	0.65886754	2.033831	-0.60156906	1000.0	0.0061284658	0.033002727	0.18385358	0.0	14.033403	12.368678	40.855976	0.0	30966.531	0.009646894470404984	0.07827867	0.21715324	0.6366416	-0.6047435	3210000	-1.373291e-08	0.03824624	-0.05912766	-0.0115439985	0.8900254	0.012299037	103492.45652937889
107	1.0563754	0.73076856	2.902096	-0.22704932	1000.0	0.0018723932	0.010076434	0.056135636	0.0	14.449797	12.321464	55.27705	0.0	31400.025	0.009691365861304013	0.13446139	0.22595182	0.6602989	-0.47856677	3240000	5.086263e-09	0.04984826	-0.058275312	-0.018630441	0.8897219	0.011296173	104180.7781188488
108	1.1330369	0.717025	2.695719	-0.3859981	1000.0	0.0011736848	0.006307026	0.035137985	0.0	14.011307	13.6999	55.421024	0.0	31820.365	0.009730998542622325	0.055300217	0.19700974	0.66735834	-0.6536546	3270000	1.1444092e-08	0.034955192	-0.060154315	-0.013812488	0.8885914	0.012009654	104837.56132626534
109	0.9352245	0.7758464	2.423092	-0.68366426	1000.0	1.2130272e-08	6.474322e-08	3.6077003e-07	0.0	13.397379	16.581299	65.2595	0.0	32222.287	0.009764329427083333	0.09188633	0.19202965	0.67699814	-0.42818633	3300000	1.519521e-08	0.028888859	-0.05801626	-0.009367716	0.8883854	0.015093579	105545.10627102852
110	1.0445197	0.69613475	2.7280583	-0.472355	1000.0	0.0005040925	0.0027143336	0.015121227	0.0	13.087615	11.003749	44.509693	0.0	32614.914	0.009794268487237237	0.079789825	0.21659288	0.74130464	-0.61974025	3330000	-2.0345052e-09	0.03247724	-0.059428297	-0.010770071	0.887364	0.014123128	106215.04238772392
111	1.0846893	0.7747961	2.6446247	-1.1237657	1000.0	0.0036368903	0.019566698	0.109006755	0.0	11.428813	8.175659	28.560404	0.0	32957.78	0.009808863467261906	0.090893395	0.21139579	0.7276086	-0.44039688	3360000	1.4241537e-08	0.03512431	-0.05951121	-0.013978789	0.88563573	0.012331918	106839.9732477665
112	1.0340152	0.52041334	2.1981497	-0.2397751	1000.0	0.0021275925	0.011457436	0.06382777	0.0	11.021667	9.941338	31.444008	0.0	33288.43	0.009819595778023599	0.07570941	0.22425197	0.7945043	-0.62023646	3390000	1.0172526e-09	0.032829825	-0.059653398	-0.014382843	0.8858382	0.014671393	107462.8249604702
113	1.1596754	0.72524345	2.5644164	-0.6516208	1000.0	6.2827e-05	0.00032187873	0.0017939743	0.0	13.987866	14.358815	54.856403	0.0	33708.066	0.009856159767909357	0.10804411	0.19914521	0.77005875	-0.3153304	3420000	-1.0172526e-09	0.026388291	-0.058107354	-0.008501638	0.8843836	0.011064718	108027.21226787567
114	1.0339919	0.7675355	2.8190413	-0.9529196	1000.0	0.036668822	0.19746757	1.1000643	0.0	11.461438	10.333795	39.290787	0.0	34051.91	0.009870118885869566	0.086034276	0.20144005	0.7146614	-0.40276948	3450000	-2.0345052e-09	0.03565464	-0.060436904	-0.0141177885	0.88262415	0.014175215	108577.69684433937
115	1.0936044	0.5930299	2.6878679	-0.1390253	1000.0	4.327437e-05	0.00023285135	0.001297217	0.0	14.023497	10.154881	33.27217	0.0	34472.613	0.009905923356681034	0.07642447	0.20640732	0.77674615	-0.4838788	3480000	-7.1207684e-09	0.0256559	-0.05873361	-0.008260323	0.88151366	0.012526876	109148.47357964516
116	1.1424065	0.572367	2.772163	0.28689274	1000.0	0.051014308	0.2747194	1.5304232	0.0	10.22265	8.264784	31.713577	0.0	34779.293	0.00990863047542735	0.12577716	0.2198856	0.90745455	-0.34810454	3510000	-1.93278e-08	0.034688942	-0.059853863	-0.015880348	0.8802438	0.012325671	109694.98050832748
117	1.1127951	0.5896564	2.569037	-0.2930914	1000.0	0.007925709	0.042681243	0.23777124	0.0	12.380224	12.234213	56.624542	0.0	35150.7	0.00992957605049435	0.08980011	0.22067809	0.90968186	-0.6528707	3540000	7.1207684e-09	0.035840593	-0.058603548	-0.015898291	0.8802508	0.011879002	110241.83452868462
118	1.0763437	0.53590393	2.2758934	-0.20445451	1000.0	0.00030041128	0.0015913357	0.008868897	0.0	10.768845	11.295201	54.464096	0.0	35473.766	0.009936629026610645	0.073823646	0.19570836	0.9060999	-0.5247326	3570000	3.051758e-09	0.021893581	-0.059332818	-0.0067497483	0.8788305	0.013112832	110793.57633113861
119	1.1080225	0.7022779	2.786396	-0.5273704	1000.0	0.0022883096	0.012321649	0.06864242	0.0	14.256292	11.976324	58.233246	0.0	35901.453	0.009972625868055555	0.12769128	0.23602422	1.151281	-0.5401858	3600000	-1.0172526e-08	0.038141828	-0.0572206	-0.018982524	0.87805885	0.010706474	111318.01830244064
120	1.0856674	0.6532468	2.7661831	-0.20259447	1000.0	3.584907e-07	1.9305257e-06	1.075469e-05	0.0	10.424953	8.586913	30.596783	0.0	36214.203	0.009976364497245179	0.08609111	0.20532046	0.8450569	-0.686282	3630000	3.8146974e-09	0.026088363	-0.05959108	-0.0105327815	0.87690234	0.01202972	111858.0082552433
121	1.1861014	0.6035064	2.7993624	0.3118867	1000.0	0.02855567	0.15377702	0.85667014	0.0	10.297666	9.098291	35.39813	0.0	36523.133	0.009978998036202186	0.08503956	0.20234193	0.92008823	-0.9132748	3660000	2.0345052e-09	0.019145273	-0.058628865	-0.008745118	0.876131	0.012151295	112395.55428504944
122	1.0859255	0.38613015	2.0962799	0.19861498	1000.0	4.940372e-05	0.00026498872	0.0014764012	0.0	11.72314	10.270788	42.92552	0.0	36874.83	0.009993178353658537	0.087746866	0.187939	0.6941076	-0.33137804	3690000	-2.5431315e-09	0.021543438	-0.05887626	-0.0071290983	0.8747941	0.011919228	112948.0927324295
123	1.1483904	0.5647846	2.8645775	0.29163823	1000.0	0.076853715	0.41386992	2.3056114	0.0	10.0076475	8.384558	34.46632	0.0	37175.055	0.009993294270833333	0.09792497	0.22743823	1.0165229	-0.39080364	3720000	2.1362306e-08	0.022444133	-0.058235504	-0.011463824	0.87364006	0.010962907	113430.03498673439
124	1.1737255	0.743936	2.2902074	-1.9493978	1000.0	0.05433899	0.292619	1.6301402	0.0	7.0227976	7.519431	31.958368	0.0	37385.74	0.009969530208333334	0.11559192	0.21026365	0.84066284	-0.355734	3750000	-1.7801921e-09	0.032965157	-0.056830168	-0.018003069	0.87311083	0.01288924	113975.2796394825
125	1.3049728	0.5713113	2.8206666	0.5606946	1000.0	0.010701779	0.057630852	0.3210534	0.0	9.222983	8.746533	37.35371	0.0	37662.43	0.009963605737433863	0.105933994	0.20443137	0.8118314	-0.3085104	3780000	3.051758e-09	0.020631775	-0.059823815	-0.008387659	0.8712781	0.01314428	114476.61679029465
126	1.2748811	0.58772814	2.552332	0.6681989	1000.0	0.004205818	0.022648389	0.12617113	0.0	12.801722	11.019575	41.287045	0.0	38046.48	0.009985952878937008	0.110627376	0.20910469	1.3160652	-0.28613287	3810000	2.0345052e-09	0.022494609	-0.057597592	-0.007850602	0.8690817	0.01344891	115012.61554312706
127	1.2815353	0.7286624	2.5768843	-0.89158034	1000.0	4.002438e-05	0.00021449802	0.0011951189	0.0	13.678941	10.94785	42.513298	0.0	38456.848	0.010014804077148437	0.118760385	0.20187774	0.8498149	-0.26611474	3840000	-1.1189779e-08	0.029601725	-0.0586818	-0.013513479	0.8682202	0.01236578	115515.64603185654
128	1.1917624	0.5234639	2.1705346	0.22815998	1000.0	3.2746063e-06	1.7596129e-05	9.803245e-05	0.0	9.664778	9.803885	39.44363	0.0	38746.793	0.01001209120639535	0.089313135	0.19583893	0.8805651	-0.22987388	3870000	8.138021e-09	0.023435548	-0.058456257	-0.009721485	0.8680503	0.0128773255	116005.43001413345
129	1.160732	0.55820704	2.833496	0.2619881	1000.0	1.0381444e-05	5.5900706e-05	0.00031141596	0.0	7.61733	11.255357	46.714592	0.0	38975.312	0.009993669871794873	0.09282621	0.22490098	1.0213621	-0.53492737	3900000	-1.0172526e-08	0.02028841	-0.05785288	-0.0073809493	0.8676554	0.012621913	116505.69768500328
130	1.4354959	0.66324353	2.6693952	0.44283253	1000.0	0.13241914	0.7130967	3.9725616	0.0	8.861834	11.476041	45.49351	0.0	39241.168	0.009985030017493639	0.117852636	0.22353278	1.0945071	-0.5330729	3930000	-4.0690105e-09	0.02280974	-0.05820975	-0.010767821	0.8685154	0.012690586	116993.76133203506
131	1.4562067	0.60191923	2.5759811	0.54796714	1000.0	1.235891e-06	4.8157294e-06	2.3745e-05	0.0	11.701998	13.96527	57.386066	0.0	39592.227	0.009998037010732323	0.14099486	0.23448044	0.8322774	-0.270784	3960000	2.7974447e-09	0.03159672	-0.056313496	-0.014946993	0.86780745	0.01338815	117506.62221288681
132	1.5469368	0.56553996	2.8572922	0.78899866	1000.0	1.4748546e-05	7.939844e-05	0.0004423222	0.0	9.804752	10.729609	35.0086	0.0	39886.37	0.009996584234022556	0.09381827	0.20681909	0.8432028	-0.511795	3990000	1.2207032e-08	0.024476927	-0.06034474	-0.012871219	0.86740965	0.014991309	118029.43582654
133	1.0567281	0.78387976	2.5240743	-1.9516999	1000.0	0.062794544	0.3381578	1.8838301	0.0	13.519726	9.933215	42.18305	0.0	40291.96	0.010022875855099502	0.11284271	0.20925036	1.0939858	-0.5914896	4020000	-5.086263e-09	0.022670133	-0.05758482	-0.010543181	0.8670889	0.014198246	118537.50890827179
134	1.1600764	0.49118957	3.0610125	0.73001146	1000.0	3.7940918e-05	0.00020427247	0.0011379819	0.0	7.62413	8.681335	38.154194	0.0	40520.684	0.010005107060185186	0.082090646	0.22619548	1.2134295	-0.3977793	4050000	8.138021e-09	0.021978283	-0.059297238	-0.01339105	0.8661386	0.012388759	119013.78412652016
135	0.98264813	0.48138243	1.9192505	-0.51873475	1000.0	0.00021686532	0.0011672265	0.006502571	0.0	11.641291	25.441364	143.88754	0.0	40869.926	0.010017138671875	0.09768471	0.20016453	0.93421125	-0.32671386	4080000	-1.5767416e-08	0.01752672	-0.058773067	-0.008043686	0.86615026	0.014082764	119493.86310148239
136	1.4023551	0.61829334	2.8609226	0.7413556	1000.0	6.94792e-06	3.741569e-05	0.00020843757	0.0	10.9685755	13.370549	49.01744	0.0	41198.98	0.010024082839111922	0.11287852	0.24012767	1.1422601	-0.66047466	4110000	-1.1189779e-08	0.024294635	-0.056263812	-0.013875625	0.86622876	0.013948116	120040.8978793621
137	1.2304364	0.51164156	2.668689	0.26206586	1000.0	0.07278297	0.39194763	2.183486	0.0	14.666284	15.937928	63.211487	0.0	41638.97	0.010057721920289855	0.09317954	0.19526817	0.82120603	-0.21727717	4140000	-6.103516e-09	0.019409455	-0.058317963	-0.00836723	0.8659711	0.012244106	120533.52700042725
138	1.241178	0.57074845	2.6271236	0.08511143	1000.0	0.00015491147	0.0008341692	0.00464705	0.0	9.25351	10.166943	45.421684	0.0	41916.574	0.010051936263489209	0.085127406	0.18622309	0.750136	-0.39042982	4170000	6.103516e-09	0.019432815	-0.060909968	-0.0075885374	0.8648319	0.013420225	120976.43023872375
139	1.4200085	0.6597989	2.9374092	0.40477845	1000.0	0.015712518	0.0846144	0.47137505	0.0	7.574846	7.9620514	27.569242	0.0	42143.82	0.010034242931547619	0.09823432	0.20726538	0.9100741	-0.18661878	4200000	-3.8146974e-09	0.016368983	-0.061350998	-0.0054557007	0.8644839	0.013885459	121445.45710301399
140	1.3871397	0.7578719	2.989321	-0.932329	1000.0	5.996381e-05	0.0003229103	0.0017988889	0.0	8.963716	8.237068	27.771685	0.0	42412.73	0.010026650229018913	0.11898833	0.22743978	0.95523524	-0.43964392	4230000	5.086263e-09	0.01956444	-0.057387643	-0.009746776	0.863871	0.013849643	121923.26332068443
141	1.3280729	0.6301529	3.1426654	0.3891053	1000.0	0.0014345915	0.007725506	0.04303771	0.0	6.2487044	5.910363	20.279442	0.0	42600.19	0.0100000449310446	0.082271166	0.17820679	0.7883195	-0.19253281	4260000	1.6276042e-08	0.010020544	-0.061878186	-0.004041252	0.86232936	0.0107787475	122362.07896876335
142	1.4037108	0.55495626	2.5991652	0.20660883	1000.0	0.00037366655	0.002009571	0.011195529	0.0	9.686361	10.943892	46.58436	0.0	42890.785	0.009997852017773893	0.10674094	0.2262197	0.9251626	-0.3729169	4290000	1.0172526e-09	0.012218571	-0.055731915	-0.0032566693	0.8618227	0.014121728	122826.91860604286
143	1.3465426	0.55869585	2.8836114	0.710634	1000.0	0.00015706194	0.0008121696	0.004527084	0.0	7.5255833	7.674095	31.50357	0.0	43116.55	0.009980683051215277	0.096154116	0.21802512	1.014584	-0.21881309	4320000	4.0690105e-09	0.011255774	-0.05821675	-0.0037197913	0.8612233	0.013302566	123353.28816318512
144	1.3971852	0.5306858	2.4527736	0.7313704	1000.0	0.08709297	0.46900994	2.612789	0.0	8.998044	10.454088	41.42761	0.0	43386.492	0.00997390625	0.11801153	0.22251672	0.85589695	-0.16247156	4350000	-9.155274e-09	0.013167216	-0.055618238	-0.0055178134	0.8608384	0.013071434	123909.19902443886
145	1.3352798	0.67167103	3.2642956	0.4762008	1000.0	0.030829195	0.1660203	0.9248758	0.0	11.521636	9.997709	36.5292	0.0	43732.14	0.009984506992009132	0.11715096	0.23449259	1.1808312	-0.16334033	4380000	-1.2207032e-08	0.0148009155	-0.056926776	-0.0074214074	0.8603554	0.011176642	125020.64469408989
146	1.2554258	0.525056	2.4091482	-0.055068914	1000.0	0.0010348972	0.0055708406	0.031034788	0.0	9.944055	9.679835	30.333166	0.0	44030.465	0.009984232390873015	0.102532886	0.2126564	0.80061984	-0.52637774	4410000	-1.6276042e-08	0.019210394	-0.05833968	-0.006165865	0.85981244	0.012337291	126306.76039981842
147	1.2732333	0.9378888	2.937373	-1.8071138	1000.0	3.6261643e-08	1.7267014e-07	9.5756e-07	0.0	9.440787	14.278483	75.19138	0.0	44313.688	0.009980560247747747	0.08307696	0.20530516	0.9508399	-1.1634607	4440000	5.086263e-10	0.021112455	-0.056121334	-0.009156725	0.85989654	0.01351099	127519.49988985062
148	1.3325727	0.5454098	2.462012	0.74754304	1000.0	0.0002559644	0.0013776184	0.007674666	0.0	9.045996	8.899271	27.114107	0.0	44585.066	0.00997428778663311	0.10032927	0.21853891	1.4385599	-0.4195633	4470000	7.1207684e-09	0.013435899	-0.057413768	-0.006318559	0.8596376	0.011266321	128713.12796258926
149	1.1597506	0.5364836	2.5698211	-0.35367975	1000.0	2.506055e-06	1.3495308e-05	7.518051e-05	0.0	5.8536143	6.2430334	18.1316	0.0	44760.676	0.009946816840277779	0.07461797	0.20241722	0.963608	-0.7954396	4500000	2.5431315e-09	0.01630851	-0.057718538	-0.009352278	0.85889703	0.01196507	129883.67864704132
150	1.532105	0.5398865	3.086953	0.83160496	1000.0	2.5962395e-06	1.3980591e-05	7.7884026e-05	0.0	7.563165	10.965237	47.132954	0.0	44987.57	0.00993103097406181	0.13864937	0.2652596	1.2328113	-0.37844512	4530000	-6.866455e-09	0.021976203	-0.055877805	-0.0127649885	0.85905516	0.011968836	131019.20918941498
151	1.27125	0.5087793	2.4810948	0.62994677	1000.0	5.5568933e-05	0.0002969111	0.0016544375	0.0	8.19601	9.603917	33.315838	0.0	45233.45	0.009919616056743422	0.11722956	0.24887607	1.521322	-0.30851907	4560000	-4.0690105e-09	0.03217787	-0.05434233	-0.022378467	0.85783595	0.010302312	132205.41498708725
152	1.2541807	0.56734926	2.9302511	0.09139261	1000.0	0.000100040335	0.00053873146	0.0030011982	0.0	7.9651475	8.051553	24.029978	0.0	45472.406	0.009906842320261438	0.09429101	0.20084505	0.9959726	-0.65177447	4590000	-1.487732e-08	0.015718335	-0.06052659	-0.0064919377	0.8578026	0.015257211	133349.72825288773
153	1.358889	0.5726963	2.7567854	0.6861135	1000.0	0.039387967	0.21209662	1.1815633	0.0	7.260317	9.841563	31.697441	0.0	45690.215	0.00988965689258658	0.09624256	0.23930597	1.3156275	-0.7689681	4620000	-1.4241537e-08	0.014738633	-0.057177916	-0.0070269024	0.85728925	0.0141319055	134470.12740921974
154	1.2325739	0.6552321	2.801726	0.026331913	1000.0	5.03776e-08	2.7121723e-07	1.5109271e-06	0.0	7.1417475	9.3079	40.003384	0.0	45904.47	0.00987192876344086	0.105785154	0.24057634	1.393792	-0.54796344	4650000	9.155274e-09	0.0225047	-0.05583032	-0.010649966	0.85681957	0.013442849	135594.2133948803
155	1.2123965	0.65070647	2.8726249	-0.6943678	1000.0	0.0001670564	0.0008994223	0.005010594	0.0	9.293125	13.660921	57.495758	0.0	46183.26	0.009868218315972222	0.061175466	0.19339845	0.9980721	-0.4665504	4680000	1.93278e-08	0.011154329	-0.058698244	-0.0047668936	0.8565106	0.014193637	136695.34059214592
156	1.3867238	0.6133846	2.955791	0.12806393	1000.0	0.044831388	0.24142346	1.3449365	0.0	10.184661	13.196648	47.21275	0.0	46488.8	0.009870233711518047	0.10364466	0.23414922	1.1930019	-0.8784546	4710000	-4.0690105e-09	0.019694015	-0.056884617	-0.0075223353	0.85583556	0.013796958	137830.03006100655
157	1.3522513	0.59616953	3.0067067	0.47320476	1000.0	0.0012098367	0.0064924625	0.036172617	0.0	9.938458	11.946265	52.269135	0.0	46786.953	0.009870665216244726	0.093303464	0.21457161	1.1782486	-0.6593508	4740000	-1.3224284e-08	0.018843051	-0.056257628	-0.010009219	0.8556535	0.012790263	139035.21473383904
158	1.3964776	0.5619933	2.7372432	0.801859	1000.0	3.1807695e-06	1.7128561e-05	9.5420895e-05	0.0	4.9002376	7.5259943	32.64541	0.0	46933.96	0.00983940480870021	0.09617082	0.22651227	1.27828	-0.17491092	4770000	-9.155274e-09	0.014473542	-0.055073958	-0.007617842	0.85518205	0.01331415	140199.2182688713
